,studentId,Graduado,Calificacion_Promedio,Tareas_Puntuales,Tareas_No_Entregadas,Tareas_Retrasadas,Total_Tareas,ciclo_2017 - 03,ciclo_2017 - 04,ciclo_2017 - 05,ciclo_2017 - 06,ciclo_2017 - 07,ciclo_2017 - 08,ciclo_2018 - 01,ciclo_2018 - 02,ciclo_2018 - 03,ciclo_2018 - 04,ciclo_2018 - 05,ciclo_2018 - 06,ciclo_2018 - 07,ciclo_2018 - 08,ciclo_2019 - 01,ciclo_2019 - 02,ciclo_2019 - 03,ciclo_2019 - 04,ciclo_2019 - 05,ciclo_2019 - 06,ciclo_2019 - 07,ciclo_2019 - 08
1449,80916.0,No,69.02928571428572,11.0,3.0,0.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1450,80918.0,Si,91.66666666666669,9.0,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1451,80919.0,No,21.11111111111111,2.0,7.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1452,80923.0,No,0.0,0.0,13.0,0.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1453,80924.0,No,22.72727272727273,3.0,8.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1454,80926.0,Si,90.60636363636364,11.0,0.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1455,80928.0,No,54.666000000000004,7.0,3.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1456,80929.0,Si,93.33333333333331,9.0,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1457,80933.0,No,0.0,0.0,10.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1458,80937.0,Si,96.0,5.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1459,80979.0,No,93.1818181818182,11.0,0.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1460,80987.0,No,0.0,0.0,10.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1461,80992.0,Si,100.0,5.0,0.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1462,81005.0,Si,94.54545454545456,11.0,0.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1463,81010.0,Si,89.5242857142857,13.0,0.0,1.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1464,81013.0,Si,79.39363636363636,10.0,0.0,1.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1465,81024.0,No,90.45454545454544,11.0,0.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1466,81026.0,No,94.8481818181818,11.0,0.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1467,81031.0,No,83.0,10.0,0.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1468,81068.0,No,71.06090909090909,10.0,1.0,0.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1469,81073.0,No,76.66666666666667,8.0,1.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1470,81079.0,No,69.07444444444444,9.0,0.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1471,81083.0,Si,69.44444444444444,8.0,1.0,0.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1472,81084.0,Si,85.5,10.0,0.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1473,81092.0,No,63.667,9.0,1.0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
